,Type,Combo,cnt.spp.IndicatorClass_TP_high,prop.spp.IndicatorClass_DOC_high,prop.spp.Green,prop.spp.BCG3
539CCRARR_6.30.10_1,int,0.845845842,0.801958651,1.023890648,0.962386353,0.595147717
539CCRARR_7.21.10_1,int,0.723248127,0.265021575,1.000737764,0.934182484,0.693050686
539CCRARR_8.31.10_1,int,0.859988445,0.538936358,1.486396775,0.838486788,0.576133858
539PS0127_5.27.13_1,int,1.108726597,1.58706058,1.286952482,0.768339859,0.792553467
539PS0146_7.27.10_1,int,0.997585423,0.801958651,1.023890648,0.577431812,1.58706058
540CDC136_7.24.13_1,int,1.029668229,1.060086298,1.101567766,1.511486266,0.445532584
540MRC196_8.26.14_1,int,1.031379084,0.808404537,1.910140457,0.887321196,0.519650146
540MSJ132_7.18.13_1,int,1.132146045,1.58706058,0.94274528,1.325107873,0.673670447
540PKC272_7.1.14_1,int,0.956961919,1.069278201,1.170889904,1.120897047,0.466782523
540PS0008_8.6.08_1,int,1.345311885,1.060086298,1.000737764,1.983825725,1.336597751
540PS0258_8.31.11_1,int,1.009731411,1.077872716,1.685575833,0.518272597,0.757204499
540PS0258_8.31.11_2,int,1.145634223,1.58706058,1.192810341,0.904438707,0.898227263
541PS0055_6.18.08_1,int,0.747161829,1.069278201,0.785891854,1.13347726,0
541PS0055_7.10.08_1,int,0.73144416,0.795064724,0.971929193,0.904192677,0.254590048
542DPCDPC_6.18.08_1,int,0.95949082,1.077872716,1.176562684,0.700122632,0.883405249
543R00219_5.21.12_1,int,0.416190177,0.79353029,0.49262817,0.378602249,0
543R00245_5.21.12_1,int,0.35199675,0.5346391,0.48839336,0.384954541,0
545PS0335_7.26.10_1,int,0.99775901,1.060086298,1.000737764,1.039146808,0.891065167
545PS0335_7.26.10_2,int,0.998457682,0.808404537,1.338521413,0.642261257,1.204643521
552SCCTSR_6.11.08_1,int,0.421541406,0.396765145,0.634770415,0.229153993,0.425476072
553TCCAKR_8.16.10_1,int,1.077793919,0.801958651,0.894073124,1.172361557,1.442782345
553TCCAKR_8.16.10_2,int,1.038535101,0.795064724,0.799077762,1.668932752,0.891065167
554PS0160_8.5.08_1,int,1.059400543,1.077872716,1.399255937,1.097919581,0.662553937
554PS0224_6.17.08_1,int,1.199259856,1.58706058,1.135652613,0.919462606,1.154863624
554PS0448_7.7.09_1,int,1.180350296,1.069278201,0.870891423,0.797405835,1.983825725
554PS0946_8.23.11_1,int,1.213693047,1.060086298,1.041069765,1.417018375,1.336597751
601PRK002_8.2.12_1,int,0.758728792,0.538936358,1.645390584,0.432133108,0.418455118
601PS0057_9.14.11_1,int,1.123365597,1.58706058,1.192810341,1.11477329,0.598818175
601PS0065_9.1.11_1,int,1.230431522,1.069278201,1.182556512,1.347340894,1.322550483
601RSH002_8.4.10_1,int,1.126897253,1.060086298,1.202397767,1.35403978,0.891065167
601WRN001_8.3.10_1,int,1.204674111,1.077872716,1.800103791,1.145655215,0.795064724
603CON001_7.3.08_1,int,1.21251247,1.58706058,1.254364818,1.179491623,0.829132858
603CON001_8.5.10_1,int,1.125441119,1.069278201,1.083390347,1.026545443,1.322550483
603CON001_9.30.08_1,int,1.29359663,1.060086298,1.252812768,1.747655995,1.113831459
603DDM002_8.27.08_1,int,1.45089278,1.347340894,1.983825725,1.336597751,1.135806748
603MAM003_8.2.10_1,int,1.003829934,1.190295435,1.135652613,0.919462606,0.769909083
603MCG001_8.6.10_1,int,1.040321171,1.069278201,1.083390347,1.347340894,0.661275242
603PNC001_8.7.10_1,int,1.054555854,1.060086298,1.222563768,1.1336147,0.801958651
603PS0024_8.23.10_1,int,1.23311669,1.077872716,1.889181092,1.082007703,0.883405249
603PS0040_8.31.10_1,int,1.204432537,1.58706058,1.135652613,1.325107873,0.769909083
603PS0044_8.30.11_1,int,0.885627307,1.069278201,1.125890132,1.347340894,0
603PS0044_9.14.11_1,int,1.021245447,1.060086298,1.041069765,1.983825725,0
603PS0072_9.12.11_1,int,1.146118937,1.077872716,1.685575833,1.0638227,0.757204499
603PS0079_8.1.12_1,int,1.043037565,1.58706058,0.992758292,0.694104124,0.898227263
603PS0108_7.24.12_1,int,1.304470006,1.069278201,1.202389744,0.962386353,1.983825725
603PS0108_7.24.12_2,int,1.225126371,1.060086298,1.264446999,1.547820071,1.028152116
603PS0132_7.17.13_1,int,1.166941093,1.347340894,1.983825725,1.336597751,0
603PS0136_7.17.13_1,int,1.161382837,1.983825725,1.336597751,1.325107873,0
603PS0137_8.13.13_1,int,0.982836488,1.069278201,1.202389744,0.866147718,0.79353029
603PSx109_7.30.12_1,int,1.062047584,1.060086298,1.246236898,1.24451179,0.697355348
603RCK001_7.31.08_1,int,1.220770184,1.077872716,1.889181092,1.209302727,0.706724199
603RCK001_8.9.10_1,int,1.108870862,1.58706058,1.254364818,1.179491623,0.414566429
603RCK001_8.9.10_2,int,1.069923483,1.069278201,1.243581844,1.051222017,0.915611873
603RCK001_8.9.10_3,int,0.969429108,0.795064724,1.144780624,1.174100939,0.763770144
603UOW001_8.8.10_1,int,1.156385895,1.077872716,1.532871888,0.954712679,1.060086298
603UOW003_8.25.08_1,int,1.242211231,1.58706058,1.302838968,1.135806748,0.943138626
603UOW009_8.26.08_1,int,1.303256344,1.069278201,1.275889372,1.23411897,1.633738832
609PS0053_5.14.08_1,int,0.925601584,0.795064724,0.950322764,1.511486266,0.445532584
620PS0669_8.17.10_1,int,0.432685592,0.808404537,0.063096422,0.859241411,0
628PS0527_6.3.09_1,int,0.959621613,1.58706058,0.792706243,1.009605999,0.449113631
628PS1019_6.8.11_1,int,0.860127436,1.069278201,1.023890648,1.347340894,0
628PS1039_6.9.11_1,int,1.046513792,1.060086298,1.222563768,0.56680735,1.336597751
628PS1179_6.6.12_1,int,1.05220733,1.077872716,1.800103791,0.668298876,0.662553937
628PS1307_5.21.13_1,int,0.696585093,1.190295435,1.122792124,0.473252812,0
631POR001_7.30.10_1,int,1.051350511,1.069278201,1.15776497,0.986446012,0.991912862
631PS0001_7.31.08_1,int,1.131155769,1.060086298,1.144780624,1.174100939,1.145655215
631PS0001_8.13.08_1,int,0.603617617,1.077872716,0,1.336597751,0
631PS0051_8.16.11_1,int,1.167902849,1.58706058,1.192810341,0.694104124,1.197636351
631PS0081_8.28.12_1,int,0.96926046,1.069278201,0.666892456,1.347340894,0.79353029
631PS0087_8.8.12_1,int,1.06043733,1.060086298,1.041069765,1.605954158,0.5346391
632MRK001_7.22.10_1,int,1.166290454,1.077872716,1.844642442,0.859241411,0.883405249
632PS0046_8.16.11_1,int,1.070781951,1.58706058,1.192810341,0.904438707,0.598818175
632PS0110_7.8.13_1,int,1.069356555,0.801958651,0.785891854,0.705749992,1.983825725
632PS0110_8.5.13_1,int,0.631689677,0.795064724,0.496587757,0.56680735,0.668298876
632SVR002_7.24.10_1,int,1.199484102,1.077872716,1.861772692,1.042840004,0.815450999
632SVR002_7.24.10_2,int,1.071329527,1.58706058,1.212815546,0.946505624,0.538936358
632SVR002_7.24.10_3,int,1.160167888,1.069278201,1.232139594,1.347340894,0.991912862
633PS0142_6.30.14_1,int,0.917385226,0.795064724,1.144780624,0.870454144,0.859241411
633WCR001_7.27.10_1,int,1.168056412,1.077872716,1.869386137,0.841561547,0.883405249
633WIL001_10.1.09_1,int,1.300671172,1.58706058,1.135652613,1.325107873,1.154863624
633WIL001_10.26.09_1,int,1.017169991,1.069278201,0.984224183,1.13347726,0.881700322
633WIL001_5.18.09_1,int,1.208103021,1.060086298,1.074068675,1.72618602,0.972071092
633WIL001_6.25.09_1,int,1.321077735,1.347340894,1.983825725,0.989429504,0.963714817
633WIL001_8.5.09_1,int,1.263053898,1.58706058,0.792706243,1.325107873,1.347340894
634PS0126_8.28.13_1,int,1.213473186,1.069278201,0.9346411,0.866147718,1.983825725
634SAX002_7.16.10_1,int,1.143644583,1.060086298,1.308534611,0.939706922,1.266250501
634SAX002_7.16.10_2,int,1.184627843,1.077872716,1.95114791,0.6724498,1.037040944
634SAX002_7.16.10_3,int,1.227609617,1.58706058,1.286952482,0.768339859,1.268085548
634TAY001_7.19.10_1,int,0.902773573,1.069278201,1.281722676,0.598818175,0.661275242
634TRT005_7.15.10_1,int,1.05612188,1.060086298,1.239063222,0.953266907,0.972071092
634TRU231_7.29.14_1,int,1.196830429,1.077872716,1.971895729,0.791047649,0.946505624
634TRU231_7.29.14_2,int,1.171553355,1.58706058,1.326178374,0.974550235,0.798424234
634UTR005_7.20.10_1,int,1.166256085,1.069278201,1.286941948,0.638214108,1.670590084
634UTR005_7.20.10_2,int,1.073581432,1.060086298,1.290624019,1.275316537,0.668298876
634UTR005_7.20.10_3,int,1.085264957,1.077872716,1.834960126,0.506412813,0.921814173
634WRD001_9.9.13_1,int,1.054783243,1.58706058,1.272831161,0.820304874,0.538936358
635BER001_7.8.10_1,int,1.08986703,1.069278201,1.261889443,0.705749992,1.322550483
635PS0018_7.20.09_1,int,1.07201444,1.060086298,1.000737764,1.039146808,1.18808689
635PS0034_9.8.10_1,int,1.095184008,1.077872716,1.621949189,1.018360191,0.662553937
636PS0006_7.21.08_1,int,1.437264702,1.983825725,1.092784317,1.325107873,1.347340894
636PS0010_7.21.09_1,int,1.235352607,1.069278201,1.182556512,0.705749992,1.983825725
636PS0086_9.26.12_1,int,1.034019889,1.060086298,1.303227769,0.881700322,0.891065167
637PS0018_8.4.08_1,int,1.059982883,1.077872716,1.450646687,0.89596113,0.815450999
637PS0130_8.27.14_1,int,0.895576342,1.190295435,1.032768702,0.820304874,0.538936358
719BMCPRE_4.7.14_1,int,1.048588824,1.069278201,1.05634503,1.347340894,0.721391173
719BMCPRE_5.22.13_1,int,1.150665186,1.325107873,1.347340894,1.039146808,0.891065167
719NP7LBC_4.14.14_1,int,1.239911198,1.077872716,1.581459507,1.336597751,0.963714817
719TPPSQH_4.10.14_1,int,1.164693318,1.58706058,1.147343966,1.066969976,0.857398751
719TPPSQH_4.10.14_2,int,1.138516406,1.069278201,1.137480982,1.084871889,1.262434552
719TPPSQH_5.15.13_1,int,1.078658083,1.060086298,1.101567766,1.039146808,1.113831459
722NP7CGC_4.16.14_1,int,1.091201863,1.077872716,1.910140457,0.831161627,0.545632654
722PS0535_4.16.14_1,int,0.849296014,1.190295435,0.792706243,1.11477329,0.299409088
722PS0535_4.16.14_2,int,0.579224364,0.801958651,0.48839336,1.026545443,0
722PS0535_5.26.09_1,int,1.041635843,0.795064724,0.496587757,1.983825725,0.891065167
722PS0611_6.8.10_1,int,1.017353016,0.808404537,1.702928554,1.076221566,0.481857408
801CYC398_6.5.14_1,int,0.942030085,1.190295435,0.912737473,0.946505624,0.71858181
801EBC686_6.19.14_1,int,0.82187763,1.069278201,0.870891423,1.347340894,0
801EBC686_6.19.14_2,int,1.088075335,1.060086298,1.041069765,1.983825725,0.26731955
801ETC226_6.10.14_1,int,0.897758288,1.077872716,1.176562684,1.336597751,0
801LYC271_6.10.14_1,int,1.199490805,1.58706058,1.280333112,1.088481467,0.842088059
801LYC600_6.23.14_1,int,0.899739615,0.801958651,0.904891251,0.834068173,1.058040386
801MHC219_6.24.14_1,int,0.69845913,0.795064724,0.72345526,1.275316537,0
801MIC370_6.9.14_1,int,0.966421438,0.538936358,1.566275876,1.097919581,0.662553937
801PFB019_6.11.14_1,int,0.302141846,0,0.717686725,0.378602249,0.112278408
801PS0019_5.20.08_1,int,0.681105695,0.5346391,0.96896785,0,1.220815831
801S01783_7.11.12_1,int,0.760978006,1.060086298,0,1.983825725,0
801S01805_7.9.12_1,int,1.166941093,1.347340894,1.983825725,1.336597751,0
801S05127_6.11.13_1,int,0.897940086,1.190295435,0.94274528,1.009605999,0.449113631
801S05383_6.10.13_1,int,1.16554055,1.069278201,1.083390347,1.186943169,1.322550483
801S06231_6.6.13_1,int,0.842161263,0.530043149,1.113667366,1.190295435,0.5346391
801S06679_6.6.13_1,int,0.884920963,0.538936358,1.558322546,1.0638227,0.378602249
801S08727_6.5.13_1,int,0.887295031,1.190295435,0.960749964,0.643623824,0.754510901
801S08727_6.5.13_2,int,0.799757096,0.801958651,0.888477541,0.550883223,0.957708971
801S16169_6.3.13_1,int,1.333586965,1.060086298,1.144780624,1.983825725,1.145655215
801SAR124_6.17.14_1,int,0.377131792,0.808404537,0,0.700122632,0
801SNP002_5.13.14_1,int,1.200788502,1.58706058,0.992758292,1.325107873,0.898227263
801SNP002_6.18.14_1,int,0.579224364,0.801958651,0.48839336,1.026545443,0
801STW055_6.11.14_1,int,0.964279671,0.795064724,0.799077762,1.668932752,0.594043445
801STW258_6.4.14_1,int,0.871546265,0.808404537,1.176562684,0.912281005,0.588936832
802NJR147_6.26.14_1,int,1.12593623,1.58706058,0.992758292,1.325107873,0.598818175
802S25949_6.4.12_1,int,1.00226163,1.336597751,1.325107873,1.347340894,0
802SJR587_6.3.14_1,int,0.810089762,0.530043149,0.926441974,0.939706922,0.844167001
901NP9LCC_3.26.14_1,int,1.041447913,0.808404537,1.790888898,0.744017467,0.822480749
901S00313_4.30.09_1,int,1.228970541,1.58706058,1.181042574,0.879693462,1.268085548
901S04309_5.16.11_1,int,0.864969113,0.801958651,1.142890046,0.192477271,1.322550483
901S04409_5.19.11_1,int,1.005161322,1.060086298,1.041069765,0.850211025,1.069278201
901S04565_5.26.11_1,int,1.107952988,1.077872716,1.770411358,0.700122632,0.883405249
901S45253_5.18.10_1,int,0.517034014,1.190295435,0.364023282,0.513817339,0
901SJSMT3_5.8.08_1,int,1.039341353,0.801958651,1.040890562,0.614094149,1.70042205
902M20161_6.25.15_1,int,1.164068623,1.325107873,1.347340894,1.983825725,0
902S00117_5.25.10_1,int,0.370635402,0.269468179,0.609707132,0.121508886,0.481857408
902S00565_4.27.09_1,int,0.293033135,0.79353029,0,0.378602249,0
902S01097_5.11.09_1,int,0.376927161,0.801958651,0,0.705749992,0
902S02293_5.27.10_1,int,0.131743677,0,0.2871716,0.23980311,0
902S02357_5.25.10_1,int,0.429848442,0,0.998408082,0.190942536,0.530043149
902S05173_5.17.11_1,int,0.669276451,1.190295435,0.792706243,0.694104124,0
902SMSND3_5.6.08_1,int,0.96779754,1.069278201,0.870891423,0.797405835,1.1336147
902WE0888_6.16.15_1,int,1.164068623,1.325107873,1.347340894,1.983825725,0
903M20124_6.24.15_1,int,1.166941093,1.347340894,1.983825725,1.336597751,0
903M20153_6.24.15_1,int,1.161382837,1.983825725,1.336597751,1.325107873,0
903NP9SLR_3.19.15_1,int,0.939226739,1.069278201,1.05634503,0.909892552,0.721391173
903NP9SLR_3.25.14_1,int,1.037958263,1.060086298,1.252812768,1.393401402,0.445532584
903S06113_5.23.12_1,int,0.503368299,0.269468179,1.425979127,0,0.31802589
903SLFRCx_5.22.15_1,int,1.126179595,1.58706058,1.221389205,1.054677695,0.641590902
903SLKYS3_5.7.08_1,int,0.485072418,0.801958651,0.615892714,0.522438306,0
903SLMSA2_5.9.08_1,int,0.395809003,0.795064724,0.62622633,0.161944957,0
905PS0026_5.13.08_1,int,0.675065035,1.077872716,0.285789674,1.336597751,0
905S01953_4.29.09_1,int,0.915601647,1.58706058,0.992758292,0.483769541,0.598818175
905S15201_5.23.12_1,int,0.45310183,0.801958651,0.785891854,0.224556816,0
905SDYSA7_5.6.08_1,int,0.835960863,1.060086298,0.799077762,1.039146808,0.445532584
905SDYSA7_5.6.08_2,int,0.675065035,1.077872716,0.285789674,1.336597751,0
905WE1018_6.9.15_1,int,1.329800449,1.983825725,1.336597751,1.325107873,0.673670447
907BCT_4.17.14_1,int,1.130057347,1.069278201,1.225672235,0.845226275,1.380052678
907BCT_5.14.14_1,int,1.09403923,1.060086298,1.278889493,1.299747889,0.737433242
907S00577_5.12.09_1,int,1.282013983,1.077872716,1.918873526,0.806201818,1.325107873
907S01418_5.12.09_1,int,1.235850051,1.58706058,1.236299917,0.831278852,1.288760856
907S01434_5.13.09_1,int,1.25518584,1.069278201,1.261889443,0.705749992,1.983825725
907S01610_5.31.10_1,int,1.400768385,1.060086298,1.222563768,1.983825725,1.336597751
907S03786_5.30.12_1,int,0.603617617,1.077872716,0,1.336597751,0
907S05514_5.18.11_1,int,0.963728433,1.58706058,0.94274528,1.325107873,0
907S05514_5.18.11_2,int,0.837815049,1.069278201,0.9346411,1.347340894,0
907S46499_6.2.10_1,int,0.458552883,0.795064724,0,1.039146808,0
907SDB014_5.21.14_1,int,1.355011159,1.347340894,1.983825725,0.763770144,1.325107873
907SSDR11_5.5.08_1,int,0.875203822,1.190295435,0.94274528,0.694104124,0.673670447
907SSDR11_5.5.08_2,int,0.900130354,0.801958651,0.894073124,0.822402884,1.082086759
909JPCH79_6.8.10_1,int,0.871501547,1.060086298,1.041069765,0.850211025,0.5346391
909SHAR02_5.8.08_1,int,0.35332986,0.538936358,0.731176179,0.143206902,0
909SLAW02_5.6.08_1,int,0.77676638,1.58706058,0.621233059,0.513817339,0.384954541
909WE0662_6.22.15_1,int,1.33289925,1.336597751,1.325107873,1.347340894,1.322550483
910DZRA03_5.6.08_1,int,0.598131498,1.060086298,0.909074127,0.180347793,0.243017773
910S06570_5.24.10_1,int,0.297572402,0.808404537,0,0.381885072,0
910S14762_5.26.10_1,int,0.976283913,1.58706058,0.878442836,1.054677695,0.384954541
911NCPCR2_3.25.09_1,int,1.072961756,0.801958651,1.166689925,0.577431812,1.745766638
911NCPCR2_4.28.09_1,int,0.852540932,1.060086298,1.101567766,0.802977079,0.445532584
911NCPCR2_5.27.09_1,int,0.993261198,0.808404537,1.602584559,0.755468294,0.806587401
911S01818_5.6.09_1,int,0.776179637,1.58706058,0.192550097,1.325107873,0
911S01818_5.6.09_2,int,0.96926046,1.069278201,0.666892456,1.347340894,0.79353029
911S04086_5.6.09_1,int,0.74324705,0.795064724,0.194097753,1.983825725,0
911S04086_5.6.09_2,int,0.60769799,0.808404537,0.285789674,1.336597751,0
911S12262_5.24.10_1,int,0.771276148,1.190295435,0.94274528,0.615228655,0.336835224
911TCAM01_5.7.08_1,int,1.145265046,1.069278201,1.15776497,0.866147718,1.487869293
911TTJR01_5.5.08_1,int,1.052199664,1.060086298,0.496587757,1.983825725,0.668298876
AHAH1_6.16.07_1,int,1.12387704,1.077872716,1.621949189,0.912281005,0.883405249
AHAH1_6.4.08_1,int,0.922198346,1.190295435,0.852721858,0.567903374,1.077872716
DGSY1_1.19.08_1,int,1.051066495,1.069278201,0.785891854,1.026545443,1.322550483
DGSY1_1.9.08_1,int,0.809502444,1.060086298,0.194097753,1.983825725,0
DGSY1_12.10.07_1,int,1.308233015,1.347340894,1.983825725,1.018360191,0.883405249
DGSY1_12.20.07_1,int,1.228445368,1.983825725,1.167803835,1.088481467,0.673670447
DGSY1_12.30.07_1,int,0.905345823,1.069278201,0.9346411,0.62555113,0.991912862
DGSY1_5.14.08_1,int,0.852540932,1.060086298,1.101567766,0.802977079,0.445532584
GSSJ1_7.3.07_1,int,0.756084136,0.808404537,0.731176179,0.954712679,0.530043149
GVGV1_6.4.08_1,int,0.967210057,1.190295435,1.032768702,0.567903374,1.077872716
LAAS1_6.11.08_1,int,0.761525011,0.5346391,0.831660853,0.458984261,1.220815831
MCRC1_10.6.07_1,int,1.221160616,1.325107873,1.041069765,1.983825725,0.5346391
MCRC1_11.4.08_1,int,1.008183944,1.077872716,1.176562684,1.336597751,0.441702624
MCRC1_6.18.08_1,int,0.748487738,1.190295435,0.364023282,1.054677695,0.384954541
MCRC1_7.4.07_1,int,1.156313966,1.336597751,0.9346411,0.866147718,1.487869293
ME-SCR_5.29.14_1,int,0.669294426,0.530043149,0.930595155,0.751635834,0.464903566
ME-SCR_6.17.15_1,int,1.016150073,1.347340894,1.494695902,0.654660123,0.567903374
MTMT1_6.5.08_1,int,1.079637544,1.58706058,1.224068474,0.496915452,1.010505671
RCRC1_7.1.07_1,int,0.701531623,0.801958651,0.637142607,0.705749992,0.661275242
SAMI1_10.4.07_1,int,0.647094771,1.060086298,0.67808176,0.850211025,0
SAMI1_11.2.08_1,int,1.259539891,1.347340894,1.983825725,0.381885072,1.325107873
SAMI1_6.6.07_1,int,0.816410361,1.190295435,0.992758292,0.483769541,0.598818175
SAMI1_6.6.08_1,int,0.948830081,1.336597751,1.325107873,0,1.1336147
SASV1_6.13.07_1,int,1.125161024,0.795064724,1.041069765,1.417018375,1.247491234
SCPR1_6.20.08_1,int,0.670062273,0.808404537,0.92205611,0.381885072,0.567903374
SCSF1_6.12.08_1,int,0.594256932,1.190295435,0.49262817,0.694104124,0
SCSL1_6.16.08_1,int,0.561969801,0,0.785891854,0.304755678,1.157231673
SCSP1_6.19.07_1,int,0.869987836,1.060086298,1.101567766,0.724253836,0.594043445
SCSP2_6.16.08_1,int,0.59499199,0.538936358,1.176562684,0.222766292,0.441702624
SGCD1_6.9.08_1,int,1.065306191,1.58706058,0.992758292,0.483769541,1.197636351
SGCT1_6.19.07_1,int,0.814222731,0.5346391,0.756142004,0.577431812,1.388678007
SGEW1_6.10.08_1,int,1.24805123,1.325107873,1.347340894,1.174100939,1.145655215
SGEW1_6.25.07_1,int,0.815927,0.808404537,1.281359509,0.55036378,0.623580176
SGSG1_10.5.07_1,int,0.897589357,1.190295435,0.94274528,0.615228655,0.842088059
SGSG1_11.3.08_1,int,1.381583738,1.069278201,1.125890132,1.347340894,1.983825725
SGSG1_6.10.08_1,int,0.725105883,0.795064724,0.909074127,0.953266907,0.243017773
SGSG1_6.24.07_1,int,1.109723105,1.077872716,1.581459507,0.815845381,0.963714817
SGUT503_5.27.10_1,int,1.249966776,1.983825725,0.792706243,1.325107873,0.898227263
SGUT503_5.8.09_1,int,0.873021825,1.069278201,0.666892456,0.962386353,0.79353029
SJBL1_6.14.07_1,int,1.030966547,0.795064724,1.101567766,1.039146808,1.18808689
SJBL1_6.3.08_1,int,1.128105291,1.077872716,1.786038954,0.532629179,1.115880314
SJMO1_6.3.08_1,int,1.220486495,1.58706058,1.192810341,0.904438707,1.197636351
SJOF1_5.16.08_1,int,0.76854814,0.5346391,1.15776497,0.224556816,1.157231673
SJSJ2_6.5.07_1,int,0.809502444,1.060086298,0.194097753,1.983825725,0
SJSJ5_5.13.08_1,int,0.864948618,0.808404537,1.532871888,0.190942536,0.927575511
SLRC1_6.9.08_1,int,0.901303565,1.58706058,0.49262817,0.851855061,0.673670447
SLWM1_6.12.07_1,int,0.518559817,0.801958651,0.309894264,0.962386353,0
SMC00027_7.13.15_1,int,1.275451769,1.325107873,1.347340894,1.983825725,0.445532584
SMC00105_5.12.09_1,int,1.101702929,1.347340894,1.770411358,0.700122632,0.588936832
SMC00105_5.22.14_1,int,0.944854723,1.190295435,1.212815546,0.567903374,0.808404537
SMC00191_7.12.10_1,int,1.00226163,1.336597751,1.325107873,1.347340894,0
SMC00324_6.21.10_1,int,0.460019433,1.060086298,0.496587757,0.283403675,0
SMC00440_5.20.09_1,int,0.675065035,1.077872716,0.285789674,1.336597751,0
SMC00457_6.4.09_1,int,0.583378298,1.190295435,0,0.694104124,0.449113631
SMC00464_5.8.09_1,int,0.598596713,0.801958651,0.71151723,0.384954541,0.495956431
SMC00464_6.4.14_1,int,0.692797017,0.530043149,0.67808176,0.850211025,0.712852134
SMC00480_5.13.09_1,int,1.270376923,1.077872716,1.532871888,1.145655215,1.325107873
SMC00480_5.13.09_2,int,1.204420888,1.58706058,1.152799931,0.820304874,1.257518168
SMC00520_5.19.09_1,int,0.873021825,1.069278201,0.666892456,0.962386353,0.79353029
SMC00520_6.25.14_1,int,0.523997222,0.530043149,1.025945265,0.094467892,0.445532584
SMC00544_6.22.11_1,int,0.377131792,0.808404537,0,0.700122632,0
SMC00660_7.14.15_1,int,1.161382837,1.983825725,1.336597751,1.325107873,0
SMC00665_7.27.11_1,int,0.853933035,1.069278201,0.48839336,0.866147718,0.991912862
SMC00693_5.31.10_1,int,0.351181206,0.795064724,0.042852751,0.56680735,0
SMC00693_5.31.10_2,int,0.313346507,0.808404537,0.063096422,0.381885072,0
SMC00827_6.15.09_1,int,1.243797255,1.983825725,1.272831161,0.820304874,0.898227263
SMC00903_7.6.11_1,int,0.961804157,1.069278201,0.9346411,1.347340894,0.495956431
SMC00924_6.25.14_1,int,0.511236089,0.795064724,0.885503477,0.364376154,0
SMC00924_6.9.09_1,int,0.916432209,1.347340894,1.176562684,0.700122632,0.441702624
SMC01040_6.9.09_1,int,0.86964519,1.190295435,1.167803835,0.615228655,0.505252835
SMC01096_6.7.10_1,int,0.482161982,1.069278201,0.666892456,0.192477271,0
SMC01096_6.7.10_2,int,0.774178348,1.060086298,0.885503477,0.769238546,0.381885072
SMC01097_5.4.15_1,int,1.166941093,1.347340894,1.983825725,1.336597751,0
SMC01155_5.12.09_1,int,0.965473632,1.190295435,1.108577899,0.428418335,1.134602858
SMC01174_7.20.11_1,int,0.800627737,1.069278201,0.785891854,1.347340894,0
SMC01320_6.7.10_1,int,0.645854474,1.060086298,0.799077762,0.724253836,0
SMC01384_6.30.15_1,int,1.166941093,1.347340894,1.983825725,1.336597751,0
SMC01504_6.28.11_1,int,1.094887155,1.58706058,1.242823353,1.325107873,0.224556816
SMC01504_6.28.11_2,int,1.003943496,1.069278201,1.202389744,1.347340894,0.396765145
SMC01523_7.7.11_1,int,1.14264443,1.060086298,1.144780624,1.983825725,0.381885072
SMC01544_7.14.10_1,int,1.09453811,1.347340894,1.602584559,0.506412813,0.921814173
SMC01559_6.21.11_1,int,1.154306287,1.58706058,1.167803835,0.851855061,1.010505671
SMC01655_7.6.11_1,int,0.717516755,1.069278201,0.9346411,0.866147718,0
SMC01689_7.5.12_1,int,0.809502444,1.060086298,0.194097753,1.983825725,0
SMC01717_5.28.09_1,int,0.724238233,0.808404537,0.540296248,0.791047649,0.757204499
SMC01808_6.13.11_1,int,1.070097481,1.58706058,1.167803835,0.851855061,0.673670447
SMC01909_6.9.09_1,int,0.762346025,1.069278201,0.615892714,0.797405835,0.56680735
SMC01909_7.10.14_1,int,1.042701834,1.060086298,0.859575762,1.983825725,0.26731955
SMC02075_7.17.12_1,int,1.058000457,0.808404537,1.676264617,0.777741549,0.969591127
SMC02088_6.14.11_1,int,0.809485082,1.190295435,0.878442836,0.784247517,0.384954541
SMC02092_6.14.11_1,int,0.635469751,0.801958651,0.731801218,0.647423547,0.360695586
SMC02145_7.19.11_1,int,0.582699822,0.795064724,0.496587757,1.039146808,0
SMC02167_6.7.10_1,int,1.352075614,1.347340894,1.399255937,1.336597751,1.325107873
SMC02436_5.28.09_1,int,0.677575093,1.190295435,0.621233059,0.513817339,0.384954541
SMC02457_5.31.10_1,int,0.726253114,1.069278201,0.48839336,1.347340894,0
SMC02568_6.12.12_1,int,1.300861362,1.060086298,1.177190267,1.629571131,1.336597751
SMC02573_6.9.10_1,int,1.047602008,1.347340894,1.983825725,0.859241411,0
SMC02712_6.7.12_1,int,0.927186353,1.190295435,0.901825543,0.636740147,0.979884287
SMC02933_6.1.10_1,int,0.748124949,0.801958651,0.389227196,0.919613626,0.881700322
SMC02976_7.25.14_1,int,1.24245239,1.325107873,1.347340894,1.228082591,1.069278201
SMC02976_7.27.10_1,int,1.036250843,1.077872716,1.399255937,1.336597751,0.331276968
SMC03110_7.26.11_1,int,0.629838716,1.190295435,0.792706243,0.536353187,0
SMC03216_7.27.11_1,int,0.770877888,1.069278201,0.666892456,1.347340894,0
SMC03401_7.8.13_1,int,0.951811821,1.060086298,0.799077762,1.35403978,0.594043445
SMC03438_7.2.12_1,int,0.877151127,0.808404537,1.399255937,0.859241411,0.441702624
SMC03510_7.15.14_1,int,0.958676717,1.190295435,1.032768702,1.072706373,0.538936358
SMC03510_7.21.11_1,int,0.518017924,0.801958651,0.48839336,0.384954541,0.396765145
SMC03533_6.1.10_1,int,0.458552883,0.795064724,0,1.039146808,0
