"SampleID","OrgN.NAHON.richness","OrgN.NALON.richness","OrgN.NHHONF.richness","OrgN.NHHONForNHHONO.richness","OrgN.NHHONO.richness","OxyReq.DO_100.richness","OxyReq.DO_100orDO_75.richness","OxyReq.DO_75.richness","OxyReq.DO_50.richness","OxyRed.DO_30.richness","OxyReq.DO_30andDO_10.richness","OxyReq.DO_10.richness","Salinity.B.richness","Salinity.BF.richness","Salinity.F.richness","Salinity.FB.richness","Saprobic.AM.richness","Saprobic.AMorAMPS.richness","Saprobic.AMPS.richness","Saprobic.BM.richness","Saprobic.OS.richness","Saprobic.OSandPS.richness","Saprobic.PS.richness","Trophic.E.richness","Trophic.EorI.richness","Trophic.I.richness","Trophic.M.richness","Trophic.ME.richness","Trophic.O.richness","Trophic.OorOMorPH.richness","Trophic.OM.richness","Trophic.PH.richness","prop.spp.OrgN.NAHON","prop.spp.OrgN.NALON","prop.spp.OrgN.NHHONF","prop.spp.OrgN.NHHONForNHHONO","prop.spp.OrgN.NHHONO","prop.spp.OxyReq.DO_100","prop.spp.OxyReq.DO_100orDO_75","prop.spp.OxyReq.DO_75","prop.spp.OxyReq.DO_50","prop.spp.OxyReq.DO_atleast50","prop.spp.OxyRed.DO_30","prop.spp.OxyReq.DO_30orDO_10","prop.spp.OxyReq.DO_10","prop.spp.Salinity.B","prop.spp.Salinity.BF","prop.spp.Salinity.F","prop.spp.Salinity.FB","prop.spp.Saprobic.AM","prop.spp.Saprobic.AMorAMPS","prop.spp.Saprobic.AMPS","prop.spp.Saprobic.BM","prop.spp.Saprobic.OS","prop.spp.Saprobic.OSorPS","prop.spp.Saprobic.PS","prop.spp.Trophic.E","prop.spp.Trophic.EorI","prop.spp.Trophic.I","prop.spp.Trophic.M","prop.spp.Trophic.ME","prop.spp.Trophic.O","prop.spp.Trophic.OorOMorPH","prop.spp.Trophic.OM","prop.spp.Trophic.PH","Achnanthes.richness","Amphora.richness","Cocconeis.richness","Cyclotella.richness","Cymbella.richness","Epithemia.richness","Eunotia.richness","Fragilaria.richness","Frustulia.richness","Gomphonema.richness","Navicula.richness","Nitzschia.richness","Rhoicosphenia.richness","Rhopalodia.richness","Surirella.richness","Synedra.richness","EpiRho.richness","prop.Achnanthes","prop.Amphora","prop.Cocconeis","prop.Cyclotella","prop.Cymbella","prop.Epithemia","prop.Eunotia","prop.Fragilaria","prop.Frustulia","prop.Gomphonema","prop.Navicula","prop.Nitzschia","prop.Rhoicosphenia","prop.Rhopalodia","prop.Surirella","prop.Synedra","prop.AchOverAchPlusNav","prop.CymOverCymPlusNav","prop.EpiOverEpiPlusRho","cnt.spp.HighMotility","cnt.spp.ModMotility","cnt.spp.MinMotility","cnt.spp.NonMotile","prop.spp.HighMotility","prop.spp.ModMotility","prop.spp.MinMotility","prop.spp.NonMotile","prop.NNS","prop.ind.least.tol","prop.ind.most.tol","prop.spp.least.tol","prop.spp.most.tol","cnt.spp.BCG1","prop.spp.BCG1","cnt.spp.BCG2","prop.spp.BCG2","cnt.spp.BCG3","prop.spp.BCG3","cnt.spp.BCG4","prop.spp.BCG4","cnt.spp.BCG5","prop.spp.BCG5","cnt.spp.BCG6","prop.spp.BCG6","cnt.spp.BCG12","prop.spp.BCG12","cnt.spp.BCG45","prop.spp.BCG45","cnt.spp.IndicatorClass_TP_high","prop.spp.IndicatorClass_TP_high","cnt.spp.IndicatorClass_TP_low","prop.spp.IndicatorClass_TP_low","cnt.spp.IndicatorClass_Cu_high","prop.spp.IndicatorClass_Cu_high","cnt.spp.IndicatorClass_DOC_high","prop.spp.IndicatorClass_DOC_high","cnt.spp.IndicatorClass_Ref","prop.spp.IndicatorClass_Ref","cnt.spp.IndicatorClass_TN_high","prop.spp.IndicatorClass_TN_high","cnt.spp.Heterocy","prop.spp.Heterocy","cnt.spp.NHeterotroph","prop.spp.NHeterotroph","cnt.spp.Halo","prop.spp.Halo","cnt.spp.ZHR","prop.spp.ZHR","cnt.spp.CRUS","prop.spp.CRUS","cnt.spp.Green","prop.spp.Green","shannon","simpson","richness"
"103PS0217_9/10/13_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0,0,2,0.4,0,0,0,0,2,0.4,2,0.4,1,0.2,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,NA,NA,NA
"103RDCBCC_7/21/11_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,2,0.2,2,0.2,4,0.4,0,0,0,0,2,0.2,4,0.4,1,0.1,1,0.1,0,0,2,0.2,1,0.1,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,NA,NA,NA
"103STCNSR_8/9/11_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"103WER026_8/15/12_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.277777777777778,6,0.333333333333333,2,0.111111111111111,0,0,0,0,5,0.277777777777778,2,0.111111111111111,1,0.0555555555555556,0,0,0,0,2,0.111111111111111,1,0.0555555555555556,0,0,4,0.222222222222222,0,0,0,0,6,0.333333333333333,0,0,2,0.111111111111111,NA,NA,NA
"103WER026_8/15/12_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.217391304347826,7,0.304347826086957,2,0.0869565217391304,0,0,0,0,5,0.217391304347826,2,0.0869565217391304,1,0.0434782608695652,0,0,0,0,2,0.0869565217391304,1,0.0434782608695652,0,0,6,0.260869565217391,0,0,0,0,10,0.434782608695652,0,0,5,0.217391304347826,NA,NA,NA
"103WER030_8/10/11_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,1,0.5,0,0,1,0.5,0,0,0,0,1,0.5,1,0.5,1,0.5,1,0.5,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"105BVCAGC_9/21/10_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,6,0.6,2,0.2,0,0,0,0,1,0.1,2,0.2,1,0.1,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,NA,NA,NA
"105CLCATC_8/10/10_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0.111111111111111,1,0.111111111111111,2,0.222222222222222,2,0.222222222222222,1,0.111111111111111,1,0.111111111111111,0,0,3,0.333333333333333,2,0.222222222222222,1,0.111111111111111,0,0,2,0.222222222222222,1,0.111111111111111,2,0.222222222222222,0,0,1,0.111111111111111,0,0,0,0,3,0.333333333333333,1,0.111111111111111,5,0.555555555555556,NA,NA,NA
"105CR0901_7/23/14_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"105CR0901_8/11/14_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"105CR0906_8/12/14_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"105CR0908_7/22/14_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"105CR0913_8/12/14_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"105CR1004_7/23/14_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"105DLCDCC_10/20/09_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.714285714285714,2,0.285714285714286,0,0,0,0,0,0,2,0.285714285714286,1,0.142857142857143,1,0.142857142857143,1,0.142857142857143,2,0.285714285714286,1,0.142857142857143,0,0,3,0.428571428571429,0,0,0,0,3,0.428571428571429,0,0,0,0,NA,NA,NA
"105DLCDCC_5/19/09_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,1,0.333333333333333,0,0,2,0.666666666666667,0,0,0,0,1,0.333333333333333,2,0.666666666666667,1,0.333333333333333,1,0.333333333333333,0,0,2,0.666666666666667,1,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"105DLCDCC_6/23/09_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0.142857142857143,0,0,0,1,0.142857142857143,4,0.571428571428571,2,0.285714285714286,0,0,0,0,1,0.142857142857143,2,0.285714285714286,1,0.142857142857143,1,0.142857142857143,1,0.142857142857143,2,0.285714285714286,1,0.142857142857143,0,0,1,0.142857142857143,0,0,0,0,2,0.285714285714286,0,0,0,0,NA,NA,NA
